Domain,Unique Identifier,ID,Name,Tribal Code,Last Change Date,Description,Type
Organization(Organization),246,LEWWTP_WQX,Littleton/Englewood Wastewater Treatment Plant (Colorado),,11/23/2004 12:00:00 AM,Water Quality Monitoring Data,Private Industry
Organization(Organization),4069,LFGC,Leprino Foods Greeley Cheese and Whey Facility,,10/22/2013 7:43:56 AM,Colorado,Local/US Government
Organization(Organization),4075,LFMSDD,Lower Fountain Metropolitan Sewage Disposal District,,10/22/2013 7:52:45 AM,Colorado,Local/US Government
Organization(Organization),1310,LFVC,Lake Fork Valley Conservancy,,7/1/2016 3:05:05 PM,Lake Fork Valley Conservancy of the Gunnison River Valley -  Water quality data collected to assess historic mining impacts to water quality in Henson Creek and other tributaries to the Lake Fork of the Gunnison River,Private Industry
Organization(Organization),1367,LFWS,Lake Fork Watershed Stakeholders (Colorado) (Volunteer),,6/30/2016 5:36:37 PM,Legacy Water Quality Monitoring Data for Lake Fork of the Gunnison River - LFWS reformed as LFVC in 2011,Volunteer
Organization(Organization),8926,LHC,Lake Hopatcong Commission (Volunteer)*,,1/21/2020 9:30:34 AM,"The Lake Hopatcong Commission is an independent State agency overseen by an 11-member board of Commissioners.  The Commission is responsible for conducting, managing and coordinating activities for the preservation, restoration and enhancement of Lake Hopatcong and its watershed.  Members of the Commission work as representatives of the lake community, and are dedicated to permanently preserving the natural, historical and recreational resources of the watershed for this generation and beyond.",Private Non-Industrial
Organization(Organization),9206,LISICOS,Long Island Sound Integrated Coastal Observing System (Volunteer)*,,6/1/2020 2:48:56 PM,Long Island Sound Integrated Coastal Observing System,Private Non-Industrial
Organization(Organization),7926,LOCUS_WQX,Locus Technologies,,7/26/2018 11:26:35 AM,Locus Technologies,Private Industry
Organization(Organization),8454,LONGTOM_WC,Long Tom Watershed Council,,1/16/2025 10:41:41 PM,Former VolMon group,Volunteer
Organization(Organization),4987,LOSCOYOTESBANDOFCAHUILLACUPENO,LOSCOYOTESBANDOFCAHUILLACUPENO (Tribal),578,9/18/2024 7:14:39 PM,"Los Coyotes Band of Cahuilla and Cupeno Indians, California (Tribal)",Tribal
Organization(Organization),10986,LOWERARKVALLEYWATERCONSDIST,Lower Arkansas Valley Water Conservation District,,10/10/2024 1:57:40 PM,,Local/US Government
Organization(Organization),4846,LOWERRARITANWATERSHED,Lower Raritan Watershed Partnership (Volunteer)*,,9/15/2014 2:34:23 PM,,Private Non-Industrial
Organization(Organization),8066,LPBFSAVEOURLAKE,Pontchartrain Conservancy,,2/14/2025 1:24:36 PM,Pontchartrain Conservancy,Private Non-Industrial
Organization(Organization),1356,LPEPA106,La Posta EPA (Tribal),577,10/15/2024 6:15:39 PM,(Tribal),Tribal
Organization(Organization),3547,LPPSR_WQX,Lone Pine Paiute-Shoshone Reservation (Tribal),624,6/12/2018 1:08:45 PM,Lone Pine Paiute-Shoshone Reservation (Tribal) || Lone Pine Paiute-Shoshone Reservation (Tribal),Tribal
Organization(Organization),9090,LQWA,Lake Quinsigamond Watershed Association (Volunteer),,4/1/2020 10:24:03 AM,Lake Quinsigamond Watershed Association,Volunteer
Organization(Organization),574,LRBOI_WQX,Little River Band of Ottawa Indians,,12/2/2024 2:14:36 PM,,Tribal
Organization(Organization),1368,LSFOBLM,"Little Snake Field Office, BLM (Volunteer)",,6/1/2012 12:00:00 AM,,Volunteer
Organization(Organization),618,LSIOUX_WQX,Lower Sioux Indian Community (Tribal),402,10/16/2024 7:37:04 AM,,Tribal
Organization(Organization),7967,LSUAGBG_WQX,LSU AgCenter Botanic Gardens at Burden,,8/24/2018 11:59:51 AM,LSU AgCenter Botanic Gardens at Burden,University/College
Organization(Organization),9327,LSWCD_WQX,Lincoln Soil and Water Conservation District,,12/31/2024 7:30:40 AM,"Audrey Sweet, Current VolMon group",Private Non-Industrial
Organization(Organization),572,LTBBWATR_WQX,Little Traverse Bay Bands of Odawa Indians,,12/20/2024 11:17:40 AM,,Tribal
Organization(Organization),1290,LTENV_WQX,LT Environmental,,12/30/2010 12:00:00 AM,,Private Industry
Organization(Organization),646,LUMMINSN_WQX,Lummi Tribe of the Lummi Reservation (Tribal),107,7/22/2024 1:31:41 PM,Lummi Tribe of the Lummi Reservation (Tribal) || Lummi Tribe of the Lummi Reservation (Tribal),Tribal
Organization(Organization),785,LWRBRULE,Lower Brule Sioux Tribe (South Dakota),343,1/8/2025 6:32:53 AM,,Tribal
Organization(Organization),670,MAKAH_WQX,Makah Indian Tribe of the Makah Indian Reservation (Tribal),108,2/5/2024 6:22:37 PM,Makah Indian Tribe of the Makah Indian Reservation (Tribal) (BEACH) || Makah Indian Tribe of the Makah Indian Reservation (Tribal),Tribal
Organization(Organization),8455,MALHEUR_WC,Malheur Watershed Council,,4/27/2023 11:14:41 AM,Current VolMon group,Volunteer
Organization(Organization),1027,MAMIN_WQX,USEPA (Tribal),000,8/3/2017 12:54:49 PM,USEPA (Tribal) || USEPA (Tribal),Tribal
Organization(Organization),4969,MANZANITA,"Manzanita Band of Diegueno Mission Indians of the Manzanita Reservation, California (Tribal)",579,6/12/2018 1:10:59 PM,"Manzanita Band of Diegueno Mission Indians of the Manzanita Reservation, California (Tribal) || Manzanita Band of Diegueno Mission Indians of the Manzanita Reservation, California (Tribal)",Tribal
Organization(Organization),6306,MARITIME-PLANNING-WQX,Maritime Planning Associates (Volunteer)*,,1/4/2016 8:44:34 AM,,Private Non-Industrial
Organization(Organization),7468,MARSHALL_WQX,Marshall University,,10/10/2018 1:59:42 PM,Marshall University,University/College
Organization(Organization),10386,MASSBAYS,Massachusetts Bays National Estuary Partnership,,3/23/2023 4:38:36 PM,,Volunteer
Organization(Organization),8308,MASSBAYS01,Massachusetts Bays National Estuary Program,,11/21/2019 8:43:41 AM,Massachusetts Bays National Estuary Program,State/US Government
Organization(Organization),8266,MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),,7/14/2023 5:15:39 PM,DWM/WPP,State/US Government
Organization(Organization),10946,MASSWATER_WQX,Massachusetts Bays National Estuary Partnership (MASSBAYS),,1/6/2023 12:54:44 PM,"MassWateR is an R-based data analysis tool developed by MassBays NEP, and used by non-profit environmental organizations across Massachusetts to QA/QC, analyze, and format their data for submission to WQX. There are three custom import configurations as well as sample collection methods designed to facilitate MassWateR users interaction with WQX.",University/College
Organization(Organization),715,MATTOLERESTORATIONCOUNCIL,Mattole Restoration Council (California) (Volunteer)*,,1/11/2013 6:48:41 PM,Water Quality Monitoring Data,Private Non-Industrial
Organization(Organization),1044,MATTOLE_SALMON,Mattole Salmon Group (Volunteer)*,,1/11/2013 6:48:41 PM,,Private Non-Industrial
Organization(Organization),3320,MAULFOSTER_WQX,"Maul Foster and Alongi, Inc.",,9/15/2014 1:40:35 PM,,Private Industry
Organization(Organization),8487,MAWRRC_WQX,Massachusetts Water Resources Research Center,,12/12/2024 10:28:57 PM,Massachusetts Water Resources Research Center,State/US Government
Organization(Organization),890,MAWRWMP,Massachusetts Westfield River Water Monitoring Program (Volunteer)*,,8/3/2017 4:24:50 PM,"Monitoring of physical, chemical and biological attributes of the Westfield River and some of it tributaries",Private Non-Industrial
Organization(Organization),607,MA_DEP,Massachusetts Department Of Environmental Protection (MA),,12/18/2018 6:29:43 PM,Division of Watershed Management (DWM),*State Government US
Organization(Organization),738,MBCI_OEP,Mississippi Band of Choctaw Indians (Tribal),980,10/16/2024 7:34:19 AM,,Tribal
Organization(Organization),437,MBMG_WQX,MBMG_WQX - Montana Bureau of Mines and Geology,,10/21/2014 12:01:07 PM,The MBMG_WQX organization is for data collected and stored by the Montana Bureau of Mines and Geology.,State/US Government
Organization(Organization),11406,MCA_WQX,Mill Creek Alliance (Volunteer),,8/4/2023 3:19:39 PM,Mill Creek Alliance:  https://www.themillcreekalliance.org,Volunteer
Organization(Organization),1258,MCD1913FLOOD,Miami Conservancy District,,8/2/2017 1:41:47 PM,,Private Industry
Organization(Organization),840,MCHD,Monmouth County Health Department,,4/24/2019 11:10:57 AM,,State/US Government
Organization(Organization),608,MCNCREEK_WQX,Muscogee (Creek) Nation (Tribal),908,10/16/2024 7:27:28 AM,,Tribal
Organization(Organization),7586,MCPH_WQX,Mason County Public Health,,8/1/2017 1:09:15 PM,Mason County Public Health,Local/US Government
Organization(Organization),7066,MCWCC_WQX,Mill Creek Watershed Council of Communities (Volunteer),,1/4/2017 11:40:28 AM,,Volunteer
Organization(Organization),1274,MDC,Missouri Dept. of Conservation,,10/17/2024 2:16:23 PM,,State/US Government
Organization(Organization),329,MDDNR,Maryland Department of Natural Resources,,4/10/2021 3:58:30 AM,"The Department of Natural Resources leads Maryland toward a sustainable future for our environment, society, and economy by preserving, protecting, restoring, and enhancing natural resources. The data represent key measures of water and habitat quality for living resources such as fish, crabs and oysters. The information is used to guide the restoration of the Chesapeake Bay, its tributaries, and Coastal Bays by identifying specific problems and evaluating the success of management initiatives.",*State Government US
Organization(Organization),325,MDEDAT01_WQX,Maryland Dept. of  the  Environment Dredging Ambient Data,,3/30/2020 7:02:47 AM,Technical and Regulatory Services Administration Data  from HMI sampling,*State Government US
Organization(Organization),327,MDEDAT03_WQX,Maryland Dept. of the Environment Toxics Data,,7/9/2020 9:36:35 AM,Primarily Toxics data used for TMDL development and water quality assessment.,State/US Government
Organization(Organization),3926,MDEDAT05_WQX,Maryland Department of Natural Resources,,10/27/2020 8:37:19 AM,"contains  MBSS Data etc., Core Trend Benthic input by MDE  and DNR",State/US Government
Organization(Organization),330,MDEDAT06_WQX,MDE Private Groups/Local Subdivision Data,,7/31/2019 1:37:44 PM,"Quantitative Analyis section Data, miscellaneous data that MDE aquired.",State/US Government
Organization(Organization),331,MDEDAT07_WQX,Maryland Dept. of the  Environment Shellfish Data,,3/30/2020 7:13:57 AM,The State monitors fecal coliform levels as a requirement of the National Shellfish Sanitation Program (NSSP). The Department of the Environment is responsible for classifying and managing Maryland's shellfish harvesting areas. The goal of shellfish harvesting area classification and management is to provide maximum utilization of shellfish resources and to reduce the risk of shellfish-borne illness,*State Government US
Organization(Organization),332,MDEDAT08_WQX,Maryland Department of the Environment Beaches Data,,1/28/2025 10:49:43 AM,"The BEACH Act was signed into law October 10, 2000. The Beach Act addresses coastal recreational waters and public health risk associated with human contact with potential pathogens in sewage-contaminated waters.",*State Government US
Organization(Organization),333,MDEDAT09_WQX,Maryland Dept. of the Environment Risk Assessment Data,,12/8/2011 9:04:26 AM,"Data used for Risk Assessment. Primarily fish, shellfish and crab  tissue contaminant information.",State/US Government
Organization(Organization),334,MDEDAT10_WQX,MD Dept. of the Environment Private Pier Aquaculture Program,,7/31/2019 1:40:01 PM,,State/US Government
Organization(Organization),10140,MDEQ_AMP_WQX,Montana DEQ Adaptive Management Program,,1/5/2024 12:00:00 AM,"Adaptive Management Program means a watershed-scale system that protects water quality from the impacts of nutrient sources by: (a) prioritizing phosphorus reduction, as appropriate, while accounting for site specific conditions, (b) allowing for nutrient sources to be addressed incrementally over time by incorporating flexible decision-making which can be adjusted as management actions and other factors become better understood, (c) reasonably balancing all factors impacting a waterbody...",State/US Government
Organization(Organization),7226,MDEQ_MPDES_WQX,MDEQ_MPDES_WQX - MT Pollutant Discharge Elimination System,,1/3/2020 12:15:25 PM,The MDEQ_MPDES_WQX organization is for data associated with MPDES permits.,State/US Government
Organization(Organization),21,MDEQ_REM_WQX,Montana DEQ Remediation,,1/16/2024 4:47:40 PM,The MDEQ_REM_WQX organization is for data associated with DEQ's Remediation Division.,*State Government US
Organization(Organization),581,MDEQ_WQ_WQX,Montana DEQ WQPB,,2/21/2025 11:56:41 AM,The MDEQ_WQ_WQX organization is for data collected by DEQ's Water Quality Planning Bureau (WQPB).,*State Government US
Organization(Organization),4506,MDE_EASP,Environmental Assessment and Standard Program,,6/12/2023 2:34:53 AM,Environmental Assessment and Standard Program Data,State/US Government
Organization(Organization),1333,MDE_FIELDSERVICES_WQX,Maryland Dept. of the Environment In House Water Data,,8/16/2023 3:36:37 PM,"Data collected by MDEs field office for different surveys, mostly TMDL initiatives.  It mainly consists of physical parameters, chlorophyll, nutrients, BOD and sediments.  There are some coliform (bacteria) data; also, elements associated with mining.",State/US Government
Organization(Organization),4507,MDE_FSP,Maryland Department of Environment Food Supplement Program,,4/10/2014 8:15:00 AM,,State/US Government
Organization(Organization),4508,MDE_STORMWATER,"MDE, WMA, Stormwater",,11/9/2020 2:01:54 PM,MDE Stormwater data,State/US Government
Organization(Organization),4509,MDE_TMDL,TMDL Technical Development Program,,12/4/2020 7:24:46 AM,TMDL Technical Development Program data,State/US Government
Organization(Organization),4510,MDE_WQPR,Water Quality Protection and Restoration Program,,3/31/2020 7:40:28 AM,"Water Quality Monitoring  Data,Maryland Department of the Environment 319 Program",State/US Government
Organization(Organization),1275,MDNR,Missouri Dept. of Natural Resources,,10/17/2024 2:21:07 PM,,State/US Government
Organization(Organization),4786,MDO,Mount Desert Oceanarium (Maine) (Volunteer)*,,8/8/2014 1:24:05 PM,,Private Non-Industrial
Organization(Organization),4606,MDPOINTSOURCE,Maryland Point data,,7/31/2019 1:40:52 PM,"Discharge monitoring reports (DMRs) and monthly operating reports (MORs) for the 58 major WWTPs, 215 minor WWTPs, and 10 major industrial point sources within the State of Maryland and are stored in MDE's point source database.  This data set contains results for nutrients such as phosphorous and nitrogen that may impact water quality in the Chesapeake Bay.",State/US Government
Organization(Organization),1276,MEC,Midwest Envir. Consultants,,10/17/2024 3:51:37 PM,,Private Industry
Organization(Organization),53,MEDEP_WQX,Maine Department of Environmental Protection,,4/26/2024 10:19:36 AM,Maine Dept of Env Protection.,*State Government US
Organization(Organization),755,MEIYINWUSUNYPLATTSBURGH,State University of New York at Plattsburgh,,1/11/2013 6:48:41 PM,,University/College
Organization(Organization),561,MENOM_WQX,MENOMINEE INDIAN TRIBE OF WISCONSIN (Wisconson),440,2/25/2025 2:54:24 PM,,Tribal
Organization(Organization),764,MERRIMACK_RIVER_WATERSHED_WQX,Merrimack River Watershed Council (Volunteer)*,,2/12/2024 11:25:47 AM,,Private Non-Industrial
Organization(Organization),4306,MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),490,11/1/2024 4:56:37 PM,Meskwaki Department of Natural Resources (Tribal) || Meskwaki Department of Natural Resources (Tribal),Tribal
Organization(Organization),6846,METC_WQX,Metropolitan Council (Minnesota),,2/13/2023 10:41:49 PM,Metropolitan Council (Minnesota),Local/US Government
Organization(Organization),786,MHA_NATN,"Three Affiliated Tribes: Mandan, Hidatsa, and Arikara Nation",301,2/25/2025 5:11:41 AM,,Tribal
Organization(Organization),5367,MHA_WQX,"Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota (Tribal)",301,2/2/2015 11:38:46 AM,"Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota (Tribal) || Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota (Tribal)",Tribal
Organization(Organization),819,MIAMITRIBEOFOKLAHOMA,Miami Water Quality Monitoring Program,,12/4/2024 4:44:40 PM,,Tribal
Organization(Organization),6526,MIDCOWATERSHED,Middle Colorado Watershed Council (Volunteer)*,,2/12/2019 11:01:31 AM,"The Middle Colorado Watershed Council (MCWC) is a 501c(3) nonprofit organization whose mission is to evaluate, protect and enhance the health of the Middle Colorado River Watershed through the cooperative effort of watershed stakeholders",Private Non-Industrial
Organization(Organization),9335,MIDDLEDESCHUTES_WC,Middle Deschutes Watershed Council,,7/13/2021 9:44:54 AM,Volunteer Organization,Volunteer
Organization(Organization),829,MIDDLESPRINGWATERSHED,Middle Spring Watershed (Pennsylvania) (Volunteer)*,,12/22/2009 12:00:00 AM,,Private Non-Industrial
Organization(Organization),1248,MIDDLETOWNUPCW_WQX,Middletown Rancheria of Pomo Indians of California (Tribal),528,12/20/2024 1:20:39 PM,Middletown Rancheria of Pomo Indians of California (Tribal) || Middletown Rancheria of Pomo Indians of California (Tribal),Tribal
Organization(Organization),4126,MIDEWIN,Midewin National Tallgrass Prairie,,11/4/2013 10:47:16 AM,United States National Grassland operated by the United States Forest Service,Federal/US Government
Organization(Organization),1312,MIDNITE_2,Midnite Mine Environmental Data,,7/31/2024 4:53:43 PM,,Private Industry
Organization(Organization),4566,MILLERCOORS,MillerCoors,,4/22/2014 10:53:37 AM,MillerCoors is a member of SPCURE,Private Industry
Organization(Organization),6766,MITCR_WQX,"Mechoopda Indian Tribe of Chico Rancheria, California (Tribal)",531,6/12/2018 1:15:08 PM,"Mechoopda Indian Tribe of Chico Rancheria, California (Tribal) || Mechoopda Indian Tribe of Chico Rancheria, California (Tribal)",Tribal
Organization(Organization),1100,MIT_WQX,Muckleshoot Indian Tribe (Tribal),109,3/1/2018 12:05:43 PM,Muckleshoot Indian Tribe (Tribal) || Muckleshoot Indian Tribe (Tribal),Tribal
Organization(Organization),1400,MKIESER,"Kieser , LLC ",,1/11/2013 6:48:41 PM,,State/US Government
Organization(Organization),598,MLBO_DNR_WQX,Mille Lacs Band of Ojibwe DNR/Environment (Tribal),408,10/15/2024 6:08:43 PM,,Tribal
Organization(Organization),4526,MNDA_PESTICIDE,Minnesota Department of Agriculture - Pesticide Monitoring,,5/10/2024 7:04:50 PM,"Statewide monitoring, non-facility",State/US Government
Organization(Organization),7906,MNDNR_AGW,Minnesota Dept of Natural Resources - Ambient Groundwater,,7/3/2024 11:20:49 AM,"Statewide ambient groundwater monitoring, non-facility",*State Government US
Organization(Organization),644,MNISOSE07,Mni Sose Intertribal Water Rights Coalition (Tribal),000,8/3/2017 12:39:07 PM,Mni Sose Intertribal Water Rights Coalition (Tribal) || Mni Sose Intertribal Water Rights Coalition (Tribal),Tribal
Organization(Organization),1043,MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,,10/29/2024 9:13:36 AM,"Statewide ambient surface water monitoring, non-facility",*State Government US
Organization(Organization),139,MNPCA1_WQX,Minnesota Pollution Control Agency (BEACH),,7/27/1999 12:00:00 AM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),450,MNPCAB_WQX,Minnesota Pollution Control Agency Biological Monitoring,,8/2/2017 6:04:26 PM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),1344,MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,,5/13/2024 11:53:41 AM,"Statewide ambient groundwater monitoring, non-facility",State/US Government
Organization(Organization),7746,MNPCA_BIO,Minnesota Pollution Control Agency - Biological Monitoring,,5/13/2024 10:03:38 AM,"Statewide ambient surface water monitoring to support the biological monitoring program, non-facility",State/US Government
Organization(Organization),1249,MOAPA_WQX,"Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada (Tribal)",650,6/12/2018 1:19:31 PM,"Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada (Tribal) || Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada (Tribal)",Tribal
Organization(Organization),11766,MOBILEBAYNEP_WQX,Mobile Bay National Estuary Program,,1/10/2024 3:56:53 PM,,Local/US Government
Organization(Organization),124,MONT_DEQ_WQX,MONT_DEQ_WQX - Montana DEQ - Pre-1999 Data,,6/12/2015 3:12:23 PM,"The MONT_DEQ_WQX organization is a static, historic dataset with the majority of data originating from the Storease database.",State/US Government
Organization(Organization),284,MONT_PPL_WQX,Montana PPL Corporation,,6/23/2023 6:44:50 PM,The MONT_PPL_WQX organization is for data collected by PPL Montana.,Private Industry
Organization(Organization),11106,MOOREINSTITUTEPLASTICPOLLUTION_WQX,Moore Institute for Plastic Pollution Research,,3/27/2023 3:08:02 PM,,Volunteer
Organization(Organization),9286,MOORETOWNEPO,Mooretown Rancheria (Tribal),626,7/21/2020 3:11:28 PM,Mooretown Rancheria (Tribal) || Mooretown Rancheria (Tribal),Tribal
Organization(Organization),663,MORONGO1_WQX,Morongo Band of Mission Indians,,1/31/2025 5:28:41 PM,,Tribal
Organization(Organization),12286,MOTE_WQX,Mote Marine Laboratory,,8/21/2024 2:06:34 PM,,Private Non-Industrial
Organization(Organization),11266,MOUNTOLIVETOWNSHIP,Mount Olive Township,,5/3/2023 1:52:55 PM,,Local/US Government
Organization(Organization),9108,MPSLML,"Marine Pollution Studies Lab at Moss Landing Marine Laboratories,",,5/1/2020 3:06:12 PM,"Marine Pollution Studies Lab at Moss Landing Marine Laboratories,",Private Industry
Organization(Organization),8426,MRC,Midlands Rivers Coalition (Volunteer)*,,9/1/2023 11:47:42 AM,Monitoring coalition w/ an approved QAPP through the SC Development of Health and Environmental Control,Private Non-Industrial
Organization(Organization),6086,MRRI-NJSEA,MEADOWLANDS RESEARCH & RESTORATION INSTITUTE (MRRI),,7/2/2024 11:13:42 AM,"Meadowlands Research & Restoration Institute, Our mission is to provide the scientific community, policy makers, and the public with the knowledge and predictive understanding necessary to conserve, protect, and manage the District ecosystems and the services they provide.",Local/US Government
Organization(Organization),491,MRSENVMB_WQX,Marine Research,,2/5/2019 1:02:09 PM,NPDES Monitoring Data,Private Industry
Organization(Organization),1204,MRWA,Musconetcong River Watershed Association (Volunteer)*,,2/8/2012 10:46:57 AM,Musconetcong River Watershed Association,Private Non-Industrial
Organization(Organization),6326,MSI,Mountain Studies Institute (MSI),,2/21/2025 1:37:39 PM,"Mountain Studies Institute (MSI) is an independent not-for-profit mountain research and education center established in 2002 in Silverton, Colorado. MSI develops science that people can use to address environmental issues facing the San Juan Mountains. We conduct and facilitate research, provide educational opportunities and internships, and conduct environmental monitoring. We connect scientists and stakeholders across the San Juan Mountain region to go beyond scientific inquiry to the meaning",University/College
Organization(Organization),1277,MSU,Missouri State University,,10/17/2024 3:55:35 PM,,University/College
Organization(Organization),6606,MSUEXT_GC_WQX,Montana State University Extension - Gallatin County,,5/4/2016 11:55:26 AM,Montana State University Extension - Gallatin County,University/College
Organization(Organization),7834,MSWCD_WQX,Malheur Soil and Water Conservation District (SWCD)(Volunteer)*,,4/24/2018 12:40:21 PM,Malheur Soil and Water Conservation District (SWCD) *Contact - Gary Faw,Private Non-Industrial
Organization(Organization),10246,MT305B_SECONDARYDATA,Montana 303d/305b Call for Secondary Data,,7/12/2023 3:26:45 PM,"The MT305b_SecondaryData organization is for data submitted to the Montana Water Quality Planning Bureau during calls for ""all existing and readily available water quality-related data and information"" per the federal Clean Water Act and 40 CFR 130.7 (5).  These data were not collected by or explicitly for Montana DEQ's WQPB.",*State Government US
Organization(Organization),5807,MTNWE,Montana NorthWestern Energy,,11/15/2024 5:11:42 PM,The MTNWE organization is for data collected and managed by NorthWestern Energy.,Private Industry
Organization(Organization),482,MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,,2/28/2025 4:08:40 PM,"The MTVOLWQM_WQX organization is for data collected by volunteer organizations, groups, or individuals that are not operating under a DEQ approved QAPP/SAP.",Volunteer
Organization(Organization),438,MTWTRSHD_WQX,Montana Watershed,,2/6/2025 7:36:42 PM,"The MTWTRSHD_WQX organization is for data collected externally from DEQ, but using grant monies such as 319 or 106 or managed under a DEQ approved QAPP/SAP.",State/US Government
Organization(Organization),1040,MUSCOGEE_CREEK,The Muscogee (Creek) Nation (Tribal),908,1/11/2013 6:48:41 PM,The Muscogee (Creek) Nation (Tribal) || The Muscogee (Creek) Nation (Tribal),Tribal
Organization(Organization),5266,MUSCONETCONGORG_WQX,MUSCONETCONG WATERSHED ASSOCIATION (Volunteer)*,,2/28/2019 5:20:25 PM,,Private Non-Industrial
Organization(Organization),1324,MWA1,Musconetcong Watershed Association (Volunteer),,7/8/2013 12:07:49 PM,"The Musconetcong Watershed Association (MWA) is a non-profit organization incorporated in 1992 to protect and enhance the Musconetcong River and its related resources. MWA members are part of a network of individuals, families and organizations that care about the Musconetcong River and its watershed.",Volunteer
Organization(Organization),9246,MWRA_WQX,Massachusetts Water Resources Authority,,8/16/2023 12:59:36 PM,MWRA/ Environmental Quality Department,Local/US Government
Organization(Organization),211,MWRDSTOR_WQX,Metropolitan Water Reclamation District of Greater Chicago,,10/6/2000 12:00:00 AM,"Water Quality Monitoring: 100 East Erie Street, Chicago, IL 60611  (312) 751-5600",State/US Government
Organization(Organization),160,MWRD_WQX,Metro Water Recovery (formerly Metro Wastewater Reclamation District),,5/14/2024 1:57:07 PM,Water Quality Monitoring Data and SPCURE member,State/US Government
Organization(Organization),11926,MWT,Mashpee Wampanoag Tribe (Tribal),035,2/21/2024 11:27:30 AM,,Tribal
Organization(Organization),714,MYRWA,Mystic River Watershed Association (Massachusetts),,12/23/2015 10:32:33 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),6466,NALMS,North American Lake Management Society,,1/31/2025 4:01:25 PM,Volunteer,Volunteer
Organization(Organization),3446,NAMBEPBLO_WQX,Nambe Pueblo (Tribal),708,4/26/2024 9:52:22 AM,"Pueblo of Nambe, NM",Tribal
Organization(Organization),1384,NANTICOKEWTRALL_WQX,Nanticoke Watershed Alliance (Volunteer),,1/11/2013 6:48:41 PM,,Volunteer
Organization(Organization),551,NARSTEST,EPA National Aquatic Resources Survey (NARS),,2/8/2024 2:28:38 PM,,Federal/US Government
Organization(Organization),556,NARS_WQX,EPA National Aquatic Resources Survey (NARS),,2/10/2025 8:03:37 PM,,Federal/US Government
Organization(Organization),8546,NCADH,North Carolina Aquatic Data Hub (Volunteer),,4/25/2019 9:04:44 AM,North Carolina Aquatic Data Hub,Volunteer
Organization(Organization),12247,NCSWCD,Niagara County Soil and Water Conservation District,,8/7/2024 10:34:46 AM,,Private Non-Industrial
Organization(Organization),5206,NCUSGS,North Carolina USGS,,11/25/2014 10:40:58 AM,,Federal/US Government
Organization(Organization),7839,NCWA_WQX,North Coast Watershed Association (Volunteer)*,,4/24/2018 1:27:25 PM,North Coast Watershed Association,Private Non-Industrial
Organization(Organization),1369,NCWCD,Northern Colorado Water Conservancy District (Colorado) (Volunteer),,8/3/2017 2:25:39 PM,Water Quality Monitoring Data.,Volunteer
Organization(Organization),767,NCWQR,National Center for Water Quality Research,,4/21/2009 12:00:00 AM,,Federal/US Government
Organization(Organization),509,NEIARCD_WQX,Northeast Iowa RC&D (USDA),,1/31/2013 11:05:15 AM,,Private Industry
Organization(Organization),5146,NEIWPCC,New England Interstate Water Pollution Control Commission,,11/14/2014 1:41:24 PM,,State/US Government
Organization(Organization),10786,NEKCKGREENTEAMGROUNDWORKNRG,Groundwork NRG,,9/28/2022 9:01:30 AM,,Volunteer
Organization(Organization),8726,NEWRIVERCONSERVANCY,New River Conservancy (Volunteer),,11/27/2024 12:05:38 PM,New River Conservancy,Volunteer
Organization(Organization),685,NEZPERCETRIBE_WQX,Nez Perce Tribe (Tribal),182,9/27/2024 9:00:37 PM,Nez Perce Tribe (Tribal) || Nez Perce Tribe (Tribal),Tribal
Organization(Organization),1370,NFRIA,North Fork River Improvement Association (NFRIA) - Colorado (Volunteer),,6/30/2016 7:56:18 PM,Water Quality Monitoring Data,Volunteer
Organization(Organization),11026,NGRREC_GREON,Great Rivers Ecological Observation Network,,2/7/2023 9:50:18 AM,Continuous water quality monitoring along the rivers and reservoirs in Illinois and the Mississippi River,University/College
Organization(Organization),753,NIAMLARB1_WQX,OhioEPA,,1/11/2013 6:48:41 PM,,State/US Government
Organization(Organization),732,NISQUALLY,Nisqually Indian Tribe (Tribal),110,8/3/2017 12:40:07 PM,Nisqually Indian Tribe (Tribal) || Nisqually Indian Tribe (Tribal),Tribal
Organization(Organization),7706,NIT_WQX,Narragansett  Indian Tribe (Tribal),027,10/15/2024 6:13:20 PM,Narragansett  Indian Tribe,Tribal
Organization(Organization),8966,NJCSO,NJCSO Group,,1/27/2020 11:40:56 AM,NJCSO Group,State/US Government
Organization(Organization),1202,NJDEPNJWAP,"NJDEP, NJ Watershed Ambassador Prog",,8/2/2017 7:32:32 PM,"NJDEP, NJ Watershed Ambassador Prog",State/US Government
