Domain,Unique Identifier,Code,Name,Description,Last Change Date,Context Code
Local Aquifer(AquiferInformation/LocalAquiferCode),7673,35:361CTTR,Cutter Formation of Montoya Dolomite,361CTTR,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7674,35:361JRND,Jornada Limestone,361JRND,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7675,35:361MNTY,Montoya Dolomite Group,361MNTY,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7676,35:361PRVL,Par Value Member of Montoya Dolomite,361PRVL,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7677,35:361RVEN,Raven Member of Montoya Dolomite,361RVEN,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7678,35:361SCDV,Second Value Member of Montoya Dolomite,361SCDV,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7679,35:361UPHM,Upham Dolomite,361UPHM,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7680,35:361VLMN,Valmont Dolomite,361VLMN,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7681,35:367BTCV,Bat Cave Limestone,367BTCV,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7682,35:367ELPA,El Paso Limestone or Group,367ELPA,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7683,35:367ELPS,El Paso Limestone or Group,367ELPS,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7684,35:367SRRT,Sierrite Limestone,367SRRT,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7685,35:370BURR,Burro Quartzite,370BURR,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7686,35:370DRGN,Dragoonan Series,370DRGN,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7687,35:370HKNS,Hawkins Limestone,370HKNS,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7688,35:371BLSS,Bliss Sandstone,371BLSS,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7689,35:371CRSC,Carrasco Limestone,371CRSC,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7690,35:371SNDN,Shandon Quartzite,371SNDN,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7691,35:372IGNC,Ignacio Quartzite,372IGNC,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7692,35:400AGCL,Agua Caliente Gabbro,400AGCL,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7693,35:400ANTN,Antonio Slate,400ANTN,10/10/2019 10:46:07 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7694,35:400BDTO,Badito Quartzite Member of Hopewell Series,400BDTO,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7695,35:400BGRK,Big Rock Conglomerate of Kiawa Mountain Formation,400BGRK,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7696,35:400BRDM,Burned Mountain Metarhyolite,400BRDM,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7697,35:400BSPG,Blue Springs Muscovite Schist,400BSPG,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7698,35:400CBRS,Cabresto Metaquartzite,400CBRS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7699,35:400CBRSQ,Cabresto Quartzite,400CBRSQ,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7700,35:400CSTL,Costilla Granite,400CSTL,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7701,35:400CVGC,Cleveland Gulch Quartzite Member of Hopewell Series,400CVGC,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7702,35:400DXON,Dixon Granite,400DXON,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7703,35:400EMBD,Embudo Granite,400EMBD,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7704,35:400GRNN,Garnuan Series,400GRNN,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7705,35:400GRPC,Graphic Lavas,400GRPC,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7706,35:400HOND,Hondo Slate,400HOND,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7707,35:400HPLL,Hopewell Series,400HPLL,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7708,35:400ICRC,Incarnacion Granite,400ICRC,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7709,35:400JWBN,Jawbone Conglomerate of Kiawa Mountain Formation,400JWBN,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7710,35:400LCRC,Lacorocah Meta-Andesite Tuff Member of Greenstone Complex,400LCRC,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7711,35:400MPPN,Moppin Metavolcanic Series,400MPPN,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7712,35:400MQNT,Maquinita Granodiorite,400MQNT,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7713,35:400NNOS,Ninos Schist,400NNOS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7714,35:400ORTG,Ortega Quartzite,400ORTG,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7715,35:400PCMB,Precambrian Erathem,400PCMB,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7716,35:400PCRS,Picuris Basalt,400PCRS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7717,35:400PETC,Petaca Schist,400PETC,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7718,35:400PILR,Pilar Phyllite Member of Ortega Formation,400PILR,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7719,35:400PNSC,Penasco Quartzite,400PNSC,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7720,35:400PRST,Priest Granite,400PRST,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7721,35:400ROCD,Rociada Limestone,400ROCD,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7722,35:400SAIS,Sais Quartzite,400SAIS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7723,35:400SDVL,Sandoval Granite,400SDVL,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7724,35:400SERN,Serna Schist,400SERN,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7725,35:400SLTR,Solitario Slate,400SLTR,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7726,35:400SPLL,Sapello Quartzite,400SPLL,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7727,35:400SVLT,Sevilleta Rhyolite,400SVLT,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7728,35:400TJRS,Tijeras Quartzite,400TJRS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7729,35:400TRCS,Truchas Slate,400TRCS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7730,35:400TUSS,Tusas Granite,400TUSS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7731,35:400VDTO,Vadito Formation,400VDTO,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7732,35:400VLCS,Vallecitos Rhyolite,400VLCS,10/10/2019 10:46:08 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7733,35:400WRDG,White Ridge Quartzite,400WRDG,10/10/2019 10:46:09 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7734,35:400YSDR,Ysidro Shale,400YSDR,10/10/2019 10:46:09 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7735,35:BASEMENT,Basement,BASEMENT,10/10/2019 10:46:09 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7736,35:BEDROCK,Bedrock,BEDROCK,10/10/2019 10:46:09 AM,New Mexico
Local Aquifer(AquiferInformation/LocalAquiferCode),7737,36:100CNZC,Cenozoic Erathem,100CNZC,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7738,36:110QRNR,Quaternary System,110QRNR,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7739,36:111AFCF,Artificial Fill,111AFCF,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7740,36:111ALVM,Holocene Alluvium,111ALVM,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7741,36:111BBTM,Bay-Bottom Deposits,111BBTM,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7742,36:111BECH,Beach Deposits,111BECH,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7743,36:111DUNE,Dune (Aeolian) Deposits,111DUNE,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7744,36:111DUNED,Dune Deposits,111DUNED,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7745,36:111FILL,Fill,111FILL,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7746,36:111HLCN,Holocene Series,111HLCN,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7747,36:111LAKE,Lake Deposits,111LAKE,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7748,36:111SLMR,Salt-Marsh Deposits,111SLMR,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7749,36:111TRRC,Terrace Deposits,111TRRC,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7750,36:11220CL,20-foot Clay,11220CL,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7751,36:112GLCD,Glacial Delta Deposits,112GLCD,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7752,36:112GLCLU,"Glacial Aquifer, Upper",112GLCLU,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7753,36:112GRDR,Gardiners Clay,112GRDR,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7754,36:112HBHD,Harbor Hill Drift,112HBHD,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7755,36:112HBHO,Harbor Hill Outwash,112HBHO,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7756,36:112HBHT,Harbor Hill Till,112HBHT,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7757,36:112HHGM,Harbor Hill Ground Moraine,112HHGM,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7758,36:112HHTM,Harbor Hill Terminal Moraine,112HHTM,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7759,36:112ICCC,"Ice-Contact Deposits, Pleistocene",112ICCC,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7760,36:112ICNC,Ice-Contact Deposits,112ICNC,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7761,36:112JMCO,Jameco Aquifer,112JMCO,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7762,36:112KMTC,Kame Terrace Deposits,112KMTC,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7763,36:112LAKE,Lake Deposits,112LAKE,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7764,36:112NTSR,North Shore Aquifer,112NTSR,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7765,36:112NTSRC,North Confining Unit,112NTSRC,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7766,36:112OTSH,Outwash,112OTSH,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7767,36:112PGFG,Port Washington Confining Unit,112PGFG,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7768,36:112PGQF,Port Washington Aquifer,112PGQF,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7769,36:112PLSC,Pleistocene Series,112PLSC,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7770,36:112RKGM,Ronkonkoma Ground Moraine,112RKGM,10/10/2019 10:46:09 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7771,36:112RKKD,Ronkonkoma Drift,112RKKD,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7772,36:112RKKO,Ronkonkoma Outwash,112RKKO,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7773,36:112RKKT,Ronkonkoma Till,112RKKT,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7774,36:112RKTM,Ronkonkoma Terminal Moraine,112RKTM,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7775,36:112SAND,Sand,112SAND,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7776,36:112SDGV,Sand and Gravel,112SDGV,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7777,36:112SMTN,Smithtown Clay,112SMTN,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7778,36:112TILL,Till,112TILL,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7779,36:121MNNT,Mannetto Gravel,121MNNT,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7780,36:200MSZC,Mesozoic Erathem,200MSZC,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7781,36:210CRCS,Cretaceous System,210CRCS,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7782,36:211CRCSU,Upper Cretaceous Series,211CRCSU,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7783,36:211LLYD,Lloyd Aquifer,211LLYD,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7784,36:211MAGT,Magothy Aquifer,211MAGT,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7785,36:211MGTY,Magothy Aquifer,211MGTY,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7786,36:211MMGD,Monmouth Greensand,211MMGD,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7787,36:211MNMG,Matawan Group-Magothy Formation,211MNMG,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7788,36:211MNMT,Monmouth Group,211MNMT,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7789,36:211MONM,Monmouth Group,211MONM,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7790,36:211MTWN,Matawan Formation,211MTWN,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7791,36:211RCNF,Raritan Confining Unit,211RCNF,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7792,36:211RRTN,Raritan Formation,211RRTN,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7793,36:230TRSC,Triassic System,230TRSC,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7794,36:231BRCK,Brunswick Formation,231BRCK,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7795,36:231NWRK,Newark Group,231NWRK,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7796,36:231PLSD,Palisade Diabase,231PLSD,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7797,36:231STCN,Stockton Formation,231STCN,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7798,36:231TRSCU,Upper Triassic Series,231TRSCU,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7799,36:300CLSC,Clastic Rocks,300CLSC,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7800,36:300PLZC,Paleozoic Erathem,300PLZC,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7801,36:320PSLV,Pennsylvanian System,320PSLV,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7802,36:324PSVL,Pottsville Formation,324PSVL,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7803,36:330MSSP,Mississippian System,330MSSP,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7804,36:337POCN,Pocono Group,337POCN,10/10/2019 10:46:10 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7805,36:337POCO,Pocono Group,337POCO,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7806,36:340DVNN,Devonian System,340DVNN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7807,36:341CAND,Canadaway Group,341CAND,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7808,36:341CNDY,Canadaway Group,341CNDY,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7809,36:341CNNG,Conewango Group,341CNNG,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7810,36:341CNNT,Conneaut Group,341CNNT,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7811,36:341CONT,Conneaut Group,341CONT,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7812,36:341DVNNU,"Devonian, Upper",341DVNNU,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7813,36:341GENS,Genesee Formation,341GENS,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7814,36:341JVWF,Java-West Falls Formation,341JVWF,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7815,36:341SONY,Sonyea Formation,341SONY,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7816,36:344DVNNM,"Devonian, Middle",344DVNNM,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7817,36:344ESPS,Esopus Formation,344ESPS,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7818,36:344HMLN,Hamilton Group,344HMLN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7819,36:344ONDG,Onondaga Limestone,344ONDG,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7820,36:344TLLY,Tully Limestone,344TLLY,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7821,36:347DVNNL,"Devonian, Lower",347DVNNL,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7822,36:347HDBG,Helderberg Group,347HDBG,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7823,36:347ORSK,Oriskany Formation,347ORSK,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7824,36:350GRPD,Green Pond Conglomerate,350GRPD,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7825,36:350SLRN,Silurian System,350SLRN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7826,36:351ACBB,"Akron-Coblesville-Bertie Formations, Undifferentiated",351ACBB,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7827,36:351AKRN,Akron Dolomite,351AKRN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7828,36:351BNTR,Binnewater Sandstone,351BNTR,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7829,36:351BRTI,Bertie Limestone,351BRTI,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7830,36:351CBLK,Cobleskill Limestone,351CBLK,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7831,36:351CMLS,Camillus Shale,351CMLS,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7832,36:351ERMS,Eromosa Dolomite of Lockport Group,351ERMS,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7833,36:351GILD,Goat Island Dolomite of Lockport Group,351GILD,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7834,36:351GLPH,Guelph Dolomite of Lockport Group,351GLPH,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7835,36:351LCKP,Lockport Dolomite,351LCKP,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7836,36:351LNGD,Longwood Shale,351LNGD,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7837,36:351SALN,Salina Group,351SALN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7838,36:351SLIN,Salina Group,351SLIN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7839,36:351SLRNU,"Silurian, Upper",351SLRNU,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7840,36:351SRCS,Syracuse Salt,351SRCS,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7841,36:351VRNN,Vernon Shale,351VRNN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7842,36:354CLIN,Clinton Group,354CLIN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7843,36:354CLNN,Clinton Group,354CLNN,10/10/2019 10:46:11 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7844,36:354SLRNM,"Silurian, Middle",354SLRNM,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7845,36:354SNGK,Shawangunk Formation,354SNGK,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7846,36:355LCKP,Lockport Dolomite,355LCKP,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7847,36:357ALBN,Albion Group,357ALBN,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7848,36:357CLIN,Clinton Group,357CLIN,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7849,36:357DECW,Decew Dolomite of Clinton Group,357DECW,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7850,36:357GAPR,Gasport Dolomite of Lockport Group,357GAPR,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7851,36:357GRMB,Grimsby Formation of Medina Group,357GRMB,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7852,36:357IRDQ,Irondequoit Limestone of Clinton Group,357IRDQ,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7853,36:357MDIN,Medina Group,357MDIN,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7854,36:357NEHG,Neahga Shale of Clinton Group,357NEHG,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7855,36:357RNLS,Reynales Limestone of Clinton Group,357RNLS,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7856,36:357ROCR,Rochester Shale of Clinton Group,357ROCR,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7857,36:357SLRNL,"Silurian, Lower",357SLRNL,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7858,36:357TRLD,Thorold Sandstone of Medina Group,357TRLD,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7859,36:357WRLP,Whirlpool Sandstone of Medina Group,357WRLP,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7860,36:360ODVC,Ordovician System,360ODVC,10/10/2019 10:46:12 AM,New York
Local Aquifer(AquiferInformation/LocalAquiferCode),7861,36:361LRRN,Lorraine Shale,361LRRN,10/10/2019 10:46:12 AM,New York
